symbol	company	yayk	nayk	mayk	yay	nay	may	desc
SPOT.V	Goldspot Discoveries Corp	1	0	3	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@2befba2f	GoldSpot Discoveries Corp., a technology company, leverages machine learning to reduce capital risk in resource exploration and investment. It combines proprietary technology with traditional domain expertise to offer a front-to-back service solution to its partners. The company's solutions target big data problems through the use of historically unutilized data to comprehend resource property potential. It also develops a monetization strategy into various verticals of the mining and investment industry, including service offerings, investing, and royalty acquisition, as well as engages in the development of Resource Quantamental, an artificial-intelligence driven trading platform. GoldSpot Discoveries Corp. was founded in 2016 and is headquartered in Toronto, Canada.
GRI.V	Galore Resources Inc	1	1	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Galore Resources Inc., together with its subsidiary, Minerales Galore, S.A de C.V., engages in the acquisition and exploration of mineral properties in North America. It principally owns a 100% interest in the Dos Santos gold and base-metal property located in northern Zacatecas State, Mexico. The company was incorporated in 2004 and is headquartered in North Vancouver, Canada.
ART.V	Arht Media Inc	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@12b9614b	ARHT Media Inc., together with its subsidiary, ARHT Media (USA) Inc., engages in the creation, transmission, and delivery of digital human holograms worldwide. It offers HumaGrams that are 3D interactive human holograms generated using Augmented Reality Holographic Telepresence Technology (ARHT), which allows its customers to interact and conduct real-time e-commerce in various distribution channels. The company also provides smARHT display products, such as 3D holographic smARHT stages and smARHT 3D TVs, as well as offers HumaGrams and related MPD content for VR/AR headsets, mobile phones, tablets, computers, TVs, etc. It serves the entertainment, education, convention center, hotel and meeting room, retail, media, sports, and corporate sectors. The company was founded in 2012 and is based in Toronto, Canada.
GROW.V	Co2 Gro Inc	1	0	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e1092ad3	CO2 Gro Inc., together with its subsidiaries, focuses on commercializing patent-licensed CO2 gas infusion technology and patent-pending US PTO CO2 delivery solutions system. The company was formerly known as BlueOcean NutraSciences Inc. and changed its name to CO2 Gro Inc. in April 2018. CO2 Gro Inc. was incorporated in 2010 and is headquartered in Toronto, Canada.
GRSL.V	Gr Silver Mining Ltd	1	1	7	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@9a61013b	GR Silver Mining Ltd. engages in the acquisition, exploration, and development of mineral resource properties primarily in Mexico. The company explores for gold, silver, lead, and zinc deposits. It controls approximately 350 square kilometer exploration concessions in the Rosario Mining District, Sinaloa, Mexico. The company's flagship project is the San Marcial project that consists of approximately 1,250 hectares located in the Rosario Mining District. Its principal projects also include the Plomosas silver project; and Rosario project, as well as the El Habal, Union II, El Habal Sur, Yauco, and Placer II projects located in the Rosario Mining District. The company was formerly known as Goldplay Exploration Ltd. and changed its name to GR Silver Mining Ltd. in January 2020. GR Silver Mining Ltd. was founded in 2012 and is headquartered in Vancouver, Canada.
BP.V	Backstageplay Inc	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Backstageplay Inc., an Internet entertainment and marketing company, engages in online gaming platform business. The company operates backstageplay.com, a gamification platform that connects online gaming operations with artists, their music, virtual goods, and their fans. Its platform enables artist partners to connect with their fans by rewarding participation and game-play activity through virtual goods and prizing. The company was formerly known as Oramericas Corp. and changed its name to Backstageplay Inc. in February 2016. Backstageplay Inc. is based in Vancouver, Canada.
VIO.V	Societe D Exploration Miniere Vior Inc	1	1	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@ff6f0dc1	Vior Inc., a junior mining exploration company, engages in the acquisition, exploration, and development of mining properties in North America. The company explores for gold, titanium, silver, zinc, and copper deposits. Its principal properties include the Mosseau project comprising 68 claims for 33 square-kilometers located east of the town of Lebel-sur-Qu̩villon, in the Abitibi region of Quebec; Tonya project covering 71 claims for 501 hectares in the Pershing County, Nevada; and Foothills rutile (titanium dioxide) property that consists of 3 claim blocks covering approximately 49,571 hectares located near the town of Saint-Urbain in Quebec City. The company was formerly known as Soci̩t̩ d'Exploration Mini̬re Vior Inc. and changed its name to Vior Inc. in December 2020. Vior Inc. was founded in 1984 and is based in Montr̩al, Canada.
VIPR.V	Silver Viper Minerals Corp	1	1	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@1	Silver Viper Minerals Corp. engages in the acquisition and exploration of mineral properties in Mexico. The company holds 100% interest in the La Virginia Gold-Silver Project that comprises six mineral concessions covering an area of 35,598 hectares located in Sonora, Mexico. Silver Viper Minerals Corp. was incorporated in 2016 and is headquartered in Vancouver, Canada.
TORR.V	Torrent Capital Ltd	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Torrent Capital Ltd. focuses on investments in private and public company securities. It also provides merchant banking services to small scale companies, as well as advisory services for corporate finance and capital markets. The company was formerly known as Metallum Resources Inc. and changed its name to Torrent Capital Ltd. in February 2017. Torrent Capital Ltd. is based in Halifax, Canada.
XND.V	Xander Resources Inc	1	1	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Xander Resources Inc., a junior mineral resource exploration company, engages in the identification, acquisition, evaluation, exploration, and development of mineral properties. It primarily explores for gold properties. The company holds interests in the Senneville West Property that comprises 80 claims located in Quebec; and the Senneville East Property comprising 62 claims located in Quebec. It also holds 100% interest in the Blue Ribbon Property; and the Senneville South Property located in Quebec. The company was founded in 2010 and is headquartered in Vancouver, Canada.
VIS.V	Visionstate Corp	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Visionstate Corp., through its subsidiary, Visionstate Inc., operates as a software development company in North America. It specializes in applications for the Internet of Things (IoT) and analytics. Its principal product is Washroom Notification and Digital Aid (WANDA), a touch-screen solution that collects information on cleaning activities, monitors supply inventories, optimizes workforces, enhances employee accountability, and provides detailed analytics. The company installs its products in locations, including hospitals, airports, shopping centers, office buildings, and other public facilities. Visionstate Corp. is headquartered in Edmonton, Canada.
SQG.V	Spackman Equities Group Inc	1	1	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@c053a762	clojure.lang.LazySeq@1	Spackman Equities Group Inc., an investment holding company, invests into and develops in small/medium-sized growth companies in Asia. The company also engages in development, production, presentation, financing, and distribution of theatrical motion pictures and television dramas. In addition, it is involved in movie/drama equipment leasing business, event and branded content production, and talent management business. Further, the company invests in drama and movies; and provides consulting services for the production of Korean content. Additionally, it operates a caf̩ lounge under the Upper West name in Gangnam district, Seoul; and owns a professional photography studio. The company was formerly known as Centiva Capital Inc. and changed its name to Spackman Equities Group Inc. in October 2011. Spackman Equities Group Inc. was founded in 2006 and is headquartered in Toronto, Canada.
PGZ.V	Pan Global Resources Inc	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@329f7b	Pan Global Resources Inc., a junior resource company, engages in the base and precious metal exploration. It explores for lead, zinc, silver, gold, and copper. The company manages the Aguilas Project that includes 4 mineral exploration licenses covering 13,563 hectares, as well as additional mineral rights applications covering 2,803 hectares. It also has an option to acquire 100% of the Escacena Investigation Permit in Andalucia, Spain. The company was formerly known as Mosam Capital Corp. and changed its name to Pan Global Resources Inc. in December 2009. Pan Global Resources Inc. was founded in 2006 and is based in Vancouver, Canada.
WGLD.V	Western Gold Exploration Ltd	1	5	0	clojure.lang.LazySeq@9b27d06d	clojure.lang.LazySeq@4707193f	clojure.lang.LazySeq@1	Western Gold Exploration Limited explores for and develops mineral properties. It primarily explores for gold and copper deposits. The company holds interest in the Knapdale project that prospective for orogenic quartz-gold-silver lodes comprising three contiguous sub-properties, including Stronchulin, Ormsary North, and Ormsary South properties located to the west of the city of Glasgow and to the south of the town of Oban in the uplands of the west coast of Scotland. It also holds interest in the Lagalochan copper-gold porphyry project located in East Kames, Kilmelford, Scotland. Western Gold Exploration Limited is headquartered in North Berwick, the United Kingdom.
PHD.V	Providence Gold Mines Inc	1	4	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@29c24b61	clojure.lang.LazySeq@86da3fbe	Providence Gold Mines Inc., an exploration stage company, engages in the exploration and evaluation of mineral properties located in California, the United States. It primarily explores for gold ores. The company was formerly known as Red Hut Metals Inc. and changed its name to Providence Gold Mines Inc. in July 2017. Providence Gold Mines Inc. was incorporated in 2010 and is based in Vancouver, Canada.
